dagger_iteration,epoch,mse_loss
-1,0,0.028013945840340695
-1,1,0.024193851913376148
-1,2,0.023119528556756957
-1,3,0.022421375671050913
-1,4,0.021786289350967464
-1,5,0.021257054746849788
-1,6,0.02079367257928738
-1,7,0.020374110100707728
-1,8,0.020060875510531925
-1,9,0.01962464116253946
-1,10,0.01942382893340618
-1,11,0.019149019143893546
-1,12,0.018908367824780975
-1,13,0.018676998705188828
-1,14,0.018457630890807347
-1,15,0.01819799891432729
-1,16,0.018021790637093048
-1,17,0.017792359253617634
-1,18,0.017614953107209657
-1,19,0.01745025791790248
-1,20,0.01726771930214459
-1,21,0.0171970435354217
-1,22,0.01695785713882148
-1,23,0.01687300500035873
-1,24,0.01666152693160434
-1,25,0.01650749262736661
-1,26,0.016467940555222986
-1,27,0.016222188268714122
-1,28,0.016093345428946866
-1,29,0.015937660987368128
-1,30,0.015826534434881533
-1,31,0.015707856991082805
-1,32,0.01560258943843428
-1,33,0.015463446472664955
-1,34,0.015428387955145461
-1,35,0.015278687158981378
-1,36,0.015238898622152634
-1,37,0.015118645212023338
-1,38,0.014989480846775812
-1,39,0.014734463717507891
-1,40,0.01472882427696679
-1,41,0.014603340876518621
-1,42,0.014519895868235615
-1,43,0.014544450997139849
-1,44,0.014357193457248466
-1,45,0.014267571329891246
-1,46,0.014103407922851615
-1,47,0.014170048230053595
-1,48,0.013948302816682738
-1,49,0.01404619653468284
-1,50,0.013881103042448186
-1,51,0.013799916084360908
-1,52,0.013678327949186385
-1,53,0.013697534477119976
-1,54,0.013600781421447264
-1,55,0.013535696377482842
-1,56,0.01352774763315516
-1,57,0.013453060943185841
-1,58,0.013286201031833129
-1,59,0.013244282677665748
-1,60,0.013127668841736783
-1,61,0.013078452477775867
-1,62,0.012988596610858714
-1,63,0.012944794866721428
-1,64,0.01287718671419485
-1,65,0.012821056926817825
-1,66,0.01276000490966753
-1,67,0.012621360133607278
-1,68,0.012516079416934977
-1,69,0.012612178371933444
-1,70,0.012512353884064005
-1,71,0.012467268951798333
-1,72,0.012335235485644696
-1,73,0.01248059486739748
-1,74,0.012188383090378641
-1,75,0.012273275655644946
-1,76,0.012146648881382813
-1,77,0.012128321648116848
-1,78,0.012072239844797432
-1,79,0.012087700851008328
-1,80,0.01196314229349368
-1,81,0.012010601522580225
-1,82,0.01192040206533902
-1,83,0.011802336503394375
-1,84,0.011800530847117196
-1,85,0.011708462202007074
-1,86,0.011697157655324334
-1,87,0.01170307732085896
-1,88,0.011651449303748021
-1,89,0.011511254280619193
-1,90,0.011536635176117586
-1,91,0.011531547923404151
-1,92,0.011487756068318188
-1,93,0.011422541395324637
-1,94,0.011466902581733916
-1,95,0.011350171495199131
-1,96,0.011281678736251435
-1,97,0.011404079878852134
-1,98,0.011221379498727724
-1,99,0.011174180848940276
0,0,0.012016444712633115
0,1,0.010956757870525692
0,2,0.010682979009168049
0,3,0.0106010419952576
0,4,0.010481046712901348
0,5,0.010324774948311261
0,6,0.010294842431012544
0,7,0.010159477381807079
0,8,0.010206143177313273
0,9,0.010121551667698342
0,10,0.010010719288321255
0,11,0.010020637758125237
0,12,0.009908077288120473
0,13,0.009963460540869148
0,14,0.009827513004768838
0,15,0.009867543161049182
0,16,0.00979472761359343
0,17,0.009736565584087618
0,18,0.009768484450309495
0,19,0.009700707453873454
0,20,0.00964489213835222
0,21,0.00969522832536992
0,22,0.009565759322853385
0,23,0.009563761164871927
0,24,0.009499740299865236
0,25,0.009601095904162742
0,26,0.009472758590416214
0,27,0.00949800499068796
0,28,0.009390122848912075
0,29,0.009395734425599494
0,30,0.009242294886859553
0,31,0.009335193704279555
0,32,0.009249137338870868
0,33,0.00921593397390897
0,34,0.009208962532055139
0,35,0.00915146873829141
0,36,0.009149185191313766
0,37,0.009116789996842563
0,38,0.009204523838202468
0,39,0.009134231739582598
0,40,0.009112399642603098
0,41,0.00910371473733694
0,42,0.009066895766433757
0,43,0.009060053786314314
0,44,0.009000297022131008
0,45,0.008952190293346728
0,46,0.009067029329326001
0,47,0.008957413770938127
0,48,0.008915166025789392
0,49,0.00889779885922429
0,50,0.00886803030770866
0,51,0.008916578842601544
0,52,0.008803454146681286
0,53,0.008815213918414565
0,54,0.008809299142519465
0,55,0.008762678403407869
0,56,0.008810379951030152
0,57,0.008781920242784081
0,58,0.008768344202247338
0,59,0.00870512924099775
0,60,0.008757203224495707
0,61,0.008682393627179947
0,62,0.008646064789170899
0,63,0.008644261428074507
0,64,0.008590958398512528
0,65,0.00863265202425497
0,66,0.008568152694274689
0,67,0.008535672038162908
0,68,0.008614132370626257
0,69,0.008525508182486076
0,70,0.008468384813047139
0,71,0.008508947394235442
0,72,0.008489561613910882
0,73,0.008440167096837434
0,74,0.008472405693409287
0,75,0.008443988868382955
0,76,0.008506444434562839
0,77,0.008402176199977473
0,78,0.008386480364573743
0,79,0.008367811323198984
0,80,0.008286125578466561
0,81,0.008375501808919371
0,82,0.008297680346183287
0,83,0.008287016477536583
0,84,0.008303905237635622
0,85,0.008259795873085252
0,86,0.008331979069038884
0,87,0.008254689126842962
0,88,0.008261936656328671
0,89,0.008231984670383245
0,90,0.008237473227461649
0,91,0.008153829925740751
0,92,0.008198195809886791
0,93,0.008110052928633446
0,94,0.008136873477795356
0,95,0.008153199429986822
0,96,0.008135839700641544
0,97,0.008107073301194596
0,98,0.00813524930420186
0,99,0.008081995756082816
1,0,0.010128255409226022
1,1,0.00950627914603499
1,2,0.009237636165866285
1,3,0.009081128960738644
1,4,0.008996460760866857
1,5,0.008901228239282952
1,6,0.008870167274201857
1,7,0.008785394653611712
1,8,0.008700047721268719
1,9,0.008595927236311671
1,10,0.00858232691750897
1,11,0.008613297472903875
1,12,0.008539687074212035
1,13,0.008450203253924133
1,14,0.00840389049757462
1,15,0.00835283021626436
1,16,0.008411778400463928
1,17,0.008320564138755576
1,18,0.008352304172507784
1,19,0.008387398988496313
1,20,0.008230709301866408
1,21,0.008240521887681334
1,22,0.00815126642686657
1,23,0.008306754561841795
1,24,0.008113652034610137
1,25,0.008181756363575068
1,26,0.00814491545275866
1,27,0.008154474186086173
1,28,0.008117927164379453
1,29,0.00806672977256877
1,30,0.008046517684444138
1,31,0.008015107284501001
1,32,0.008025422787960425
1,33,0.008011143750874458
1,34,0.007985006953591217
1,35,0.007877060773917402
1,36,0.008037649649158833
1,37,0.007920669335970137
1,38,0.007860172788766471
1,39,0.007852960332684344
1,40,0.007796924637140484
1,41,0.00789222705895981
1,42,0.007781808225872144
1,43,0.00786989542670263
1,44,0.00785844491964504
1,45,0.007731449176249509
1,46,0.007743496636412681
1,47,0.0077494555921156765
1,48,0.007735206905200661
1,49,0.007739669862870162
1,50,0.007599405359102037
1,51,0.007628781237406999
1,52,0.007607260872582508
1,53,0.007609400885343385
1,54,0.007580053383829789
1,55,0.00758144088540968
1,56,0.00758831624228616
1,57,0.007667146030895215
1,58,0.007544403060502909
1,59,0.007566307620068874
1,60,0.007608066650838653
1,61,0.007560176840660634
1,62,0.007482127190375488
1,63,0.007469755892732965
1,64,0.007471823389539171
1,65,0.007507892126946465
1,66,0.007491357786221911
1,67,0.007417510985879249
1,68,0.007472085817679334
1,69,0.00752541137723455
1,70,0.007426433297381848
1,71,0.007358510858850219
1,72,0.007419369994876692
1,73,0.0073941208168057165
1,74,0.007333258616783926
1,75,0.007322273916375786
1,76,0.007304130891639906
1,77,0.007349529082826583
1,78,0.00738240720606795
1,79,0.007229539266624865
1,80,0.0073623387774193584
1,81,0.007353841134751478
1,82,0.007220294994718654
1,83,0.007263008501195011
1,84,0.007277999133558586
1,85,0.007238179815266475
1,86,0.007271993516893192
1,87,0.007151891354310667
1,88,0.0072356761196128525
1,89,0.0071477581184040415
1,90,0.007158961443846215
1,91,0.007177681109012489
1,92,0.007156635437283141
1,93,0.007127267736026925
1,94,0.007249277193123982
1,95,0.007126803731088709
1,96,0.007079793876295068
1,97,0.007151103767461558
1,98,0.007095580830653493
1,99,0.007020754132058646
2,0,0.006797440436014989
2,1,0.006642867642315489
2,2,0.006570364823552755
2,3,0.006599226862014624
2,4,0.006532005860288864
2,5,0.006636142891712804
2,6,0.006497907887187253
2,7,0.006459596293054956
2,8,0.006494980266131096
2,9,0.006477070505095098
2,10,0.006458698200331649
2,11,0.006441397091050891
2,12,0.006389614664589565
2,13,0.0064527855000041726
2,14,0.0064317911660472194
2,15,0.006436014917157056
2,16,0.006387526248908257
2,17,0.006359664412372864
2,18,0.006347369367793191
2,19,0.006309523103874754
2,20,0.006351181772996316
2,21,0.006256281210951138
2,22,0.006307786023556152
2,23,0.006312735238341195
2,24,0.006265840616634846
2,25,0.0062782228406834326
2,26,0.006323091062118432
2,27,0.006312562385346511
2,28,0.0062749563553380645
2,29,0.006229885867424794
2,30,0.006270514642722707
2,31,0.006200601599108237
2,32,0.006252069263712957
2,33,0.006228665924779472
2,34,0.006244426222429726
2,35,0.006181394222269908
2,36,0.006196703575465576
2,37,0.006217744401395256
2,38,0.006218434404106621
2,39,0.006116904373659016
2,40,0.006121876536820693
2,41,0.006184322592847638
2,42,0.0062213504565481375
2,43,0.006090222343324659
2,44,0.006122164549931837
2,45,0.0061050386127648425
2,46,0.006182340495139757
2,47,0.006111571757926914
2,48,0.006102273669723693
2,49,0.006056956669990632
2,50,0.0060959306214178844
2,51,0.0059984383740502
2,52,0.006029112058322872
2,53,0.006052700549709241
2,54,0.0060442101395215
2,55,0.0060806830390614285
2,56,0.00604325142562979
2,57,0.006088142606334824
2,58,0.0059793309059354574
2,59,0.0060075490328144
2,60,0.006018628851351152
2,61,0.005948705855629411
2,62,0.006053232440383356
2,63,0.005952317193525597
2,64,0.0060032957043523825
2,65,0.006003223179325565
2,66,0.005932566565902248
2,67,0.005992483751898081
2,68,0.006019595688092876
2,69,0.005977863328881389
2,70,0.005927308258365781
2,71,0.005941139137555566
2,72,0.005944901340053899
2,73,0.005919394466776382
2,74,0.005909153100832467
2,75,0.005927953967776859
2,76,0.005923483077503613
2,77,0.005969754607733938
2,78,0.005886220077069495
2,79,0.00591452730260203
2,80,0.005844207550181643
2,81,0.005872369106329009
2,82,0.005853493223408592
2,83,0.005898516266277671
2,84,0.005856694132819549
2,85,0.005864857655001179
2,86,0.005863642291463827
2,87,0.005812767714434281
2,88,0.0057916910730250164
2,89,0.005811447160820146
2,90,0.005826041426292155
2,91,0.005760661510626704
2,92,0.005824662590772641
2,93,0.005769421159149452
2,94,0.005871314070435403
2,95,0.005881556839593397
2,96,0.005810159369702627
2,97,0.005759023399810766
2,98,0.005808294470731535
2,99,0.005746592478836247
3,0,0.005747075480745847
3,1,0.005450430327175489
3,2,0.005393374773428472
3,3,0.0053897404861764165
3,4,0.005393613919311061
3,5,0.005337522946465034
3,6,0.005353584448533912
3,7,0.005373578561627202
3,8,0.0053285487926192435
3,9,0.005315415673376525
3,10,0.005316542737421933
3,11,0.005338526959740098
3,12,0.00531119006180412
3,13,0.00530741565667277
3,14,0.005302111914002957
3,15,0.005301011545701775
3,16,0.005259283593466488
3,17,0.005272788559592031
3,18,0.005246132137843826
3,19,0.0052218633223567465
3,20,0.005271685195675961
3,21,0.0052371415349042605
3,22,0.00523237270376499
3,23,0.0051752547955502175
3,24,0.005240571897810285
3,25,0.0051578359676746404
3,26,0.005127000991875477
3,27,0.005176661274219259
3,28,0.005196147717484415
3,29,0.005252727690585301
3,30,0.005130478824410489
3,31,0.005142826588524292
3,32,0.005126889627894952
3,33,0.005179096535602732
3,34,0.0051341636899156174
3,35,0.005149408216954577
3,36,0.005154466298317077
3,37,0.005120005362086461
3,38,0.005125131156281508
3,39,0.005114066247050314
3,40,0.005143669378112242
3,41,0.005090073841601389
3,42,0.005108175125928033
3,43,0.005099760025852803
3,44,0.005090159264142874
3,45,0.005051643103102129
3,46,0.005075591543634782
3,47,0.005045100211330598
3,48,0.00509013252624362
3,49,0.005058730052572388
3,50,0.005073892309152971
3,51,0.005003754888211013
3,52,0.005097486835967101
3,53,0.005000607497576809
3,54,0.005060921240038234
3,55,0.005114567261083104
3,56,0.00496569967454197
3,57,0.005018896999275283
3,58,0.004998722965593906
3,59,0.005043384808945901
3,60,0.00501056129555119
3,61,0.0050463990783673205
3,62,0.004974593499932775
3,63,0.0050216100214001734
3,64,0.004966339033801456
3,65,0.004998004948904694
3,66,0.004982875843902718
3,67,0.004891799526349719
3,68,0.005030806792086363
3,69,0.004984509967787403
3,70,0.004931582566597109
3,71,0.004987627025002088
3,72,0.004927479530623587
3,73,0.004953245677686771
3,74,0.005023845591622916
3,75,0.005001466027570707
3,76,0.004952526515583655
3,77,0.004927037068090591
3,78,0.004969000773864189
3,79,0.004923926026847875
3,80,0.00495395731608437
3,81,0.004916640822905162
3,82,0.004913483524738025
3,83,0.004950545451444833
3,84,0.004902391544200661
3,85,0.004956125689834297
3,86,0.004890151715110059
3,87,0.004837960985647198
3,88,0.004937532056479953
3,89,0.004874387311608598
3,90,0.004921675455258629
3,91,0.004837654072771283
3,92,0.004878717823076004
3,93,0.004907406941316601
3,94,0.004908731446040103
3,95,0.004812195827428528
3,96,0.0048860423951260475
3,97,0.004883111387761648
3,98,0.004874054356144062
3,99,0.004811928552845561
4,0,0.004744757108362735
4,1,0.004624604649278849
4,2,0.004665313614007329
4,3,0.004491768466332749
4,4,0.004604707814631137
4,5,0.004517956010329718
4,6,0.004568737208738672
4,7,0.004494553785757778
4,8,0.004557598184638077
4,9,0.00452612603236531
4,10,0.00449445580958907
4,11,0.004494238627914208
4,12,0.004490121864683137
4,13,0.004482397187185086
4,14,0.004456365474544758
4,15,0.0044415657197858956
4,16,0.004439407517712046
4,17,0.004497756794657734
4,18,0.004471621702530874
4,19,0.004507862067169409
4,20,0.004447881405760214
4,21,0.00448225684911147
4,22,0.004413880669208535
4,23,0.004490866221509454
4,24,0.0044846788691739565
4,25,0.004386656063201028
4,26,0.004444568618061522
4,27,0.004424319306007649
4,28,0.004401059864848162
4,29,0.004424006198714563
4,30,0.004376863805425782
4,31,0.004399135615994285
4,32,0.004314224865679397
4,33,0.004356095739045068
4,34,0.004377653978362878
4,35,0.0043833133781398075
4,36,0.00441316548012578
4,37,0.004329377167346635
4,38,0.004363338553304125
4,39,0.004363545490612755
4,40,0.004354953536275628
4,41,0.004392495476107444
4,42,0.004369487025562417
4,43,0.00437464647387246
4,44,0.004360000516732602
4,45,0.004280077627910833
4,46,0.004345833836404573
4,47,0.00429676849045467
4,48,0.004351413815818961
4,49,0.0043361280181033746
4,50,0.004333623548184055
4,51,0.004301959567840561
4,52,0.004329727275319625
4,53,0.0042961358655399335
4,54,0.004352222572983222
4,55,0.004318899699694939
4,56,0.004331350126867802
4,57,0.004335548225886971
4,58,0.0042718080933591245
4,59,0.004327538050100147
4,60,0.004260279185317171
4,61,0.004274719955111042
4,62,0.004274768047041215
4,63,0.004239300197847563
4,64,0.004309655975777498
4,65,0.0042713404622523425
4,66,0.004272771866912078
4,67,0.004227917860767493
4,68,0.004254344537232099
4,69,0.004270650495659802
4,70,0.0042501921825858525
4,71,0.004292737472601132
4,72,0.004198309866608152
4,73,0.00423319842031303
4,74,0.004266997528921233
4,75,0.004260797140290161
4,76,0.004164283519181357
4,77,0.004274592361925461
4,78,0.004245241442558087
4,79,0.004204709811737545
4,80,0.004236271089959102
4,81,0.004190480381532902
4,82,0.004214569935690046
4,83,0.004217295109434442
4,84,0.004213927776817696
4,85,0.004175069870170992
4,86,0.004170868064682406
4,87,0.004249260533364493
4,88,0.004235785052793807
4,89,0.004199499576681915
4,90,0.004217562252442137
4,91,0.00418023326809945
4,92,0.004190214348689151
4,93,0.0041806036558885646
4,94,0.004172377222830085
4,95,0.004221223907513728
4,96,0.004142506955076818
4,97,0.004170871911405579
4,98,0.004149219349517025
4,99,0.004134850877573144
